"canonicalName","acceptedNameUsage","NSL","GBIF","OBSERVATION_TOT","SPECIMEN_TOT","GlobalFungi","synonym_canonicalNames","GSMc","UNITE"
"Ionosporus australis","Ionosporus australis",NA,"yes",4,14,NA,"Ionosporus australis","yes","yes"
"Jimgerdemannia flammicorona","Jimgerdemannia flammicorona",NA,"yes",0,5,NA,"Jimgerdemannia flammicorona",NA,"yes"
"Jimgerdemannia lactiflua","Jimgerdemannia lactiflua",NA,"yes",0,2,NA,"Jimgerdemannia lactiflua",NA,"yes"
"Labyrinthomyces varius","Labyrinthomyces varius (Rodway) Trappe","yes","yes",2,140,NA,"Labyrinthomyces steenisii, Labyrinthomyces varius, Stephensia varia",NA,NA
"Laccaria amethystina","Laccaria amethystina Cooke","yes","yes",0,16,NA,"Laccaria amethystina",NA,"yes"
"Laccaria aurantia","Laccaria aurantia",NA,NA,0,0,"yes","Laccaria aurantia",NA,"yes"
"Laccaria bicolor","Laccaria bicolor (Maire) P.D.Orton","yes","yes",3,8,NA,"Laccaria bicolor","yes","yes"
"Laccaria canaliculata","Laccaria canaliculata (Sacc.) Massee","yes","yes",61,105,"yes","Agaricus canaliculatus, Clitocybe canaliculata, Laccaria canaliculata","yes","yes"
"Laccaria fibrillosa","Laccaria fibrillosa",NA,NA,NA,NA,NA,NA,"yes",NA
"Laccaria fraterna","Laccaria fraterna (Sacc.) Pegler","yes","yes",54,6,NA,"Agaricus fraternus, Laccaria fraterna, Naucoria fraterna",NA,NA
"Laccaria fulvogrisea","Laccaria fulvogrisea",NA,NA,0,0,"yes","Laccaria fulvogrisea",NA,"yes"
"Laccaria glabripes","Laccaria glabripes",NA,"yes",2,0,NA,"Laccaria glabripes","yes",NA
"Laccaria griseolilacina","Laccaria griseolilacina",NA,NA,0,0,"yes","Laccaria griseolilacina",NA,"yes"
"Laccaria laccata","Laccaria laccata (Scop.) Cooke","yes","yes",25,93,NA,"Agaricus laccatus, Clitocybe laccata, Laccaria laccata",NA,NA
"Laccaria lateritia","Laccaria lateritia Malençon","yes","yes",97,197,"yes","Laccaria lateritia, Naucoria goossensiae","yes","yes"
"Laccaria masoniae","Laccaria masoniae G.Stev.","yes","yes",83,41,NA,"Laccaria masoniae",NA,NA
"Laccaria ochropurpurea","Laccaria ochropurpurea (Berk.) Peck","yes",NA,0,0,NA,"Agaricus ochropurpureus, Clitocybe ochropurpurea, Laccaria ochropurpurea",NA,"yes"
"Laccaria ohiensis","Laccaria ohiensis (Mont.) Singer","yes","yes",1,8,NA,"Agaricus ohiensis, Laccaria ohiensis",NA,"yes"
"Laccaria paraphysata","Laccaria paraphysata",NA,NA,NA,NA,NA,NA,"yes",NA
"Laccaria populina","Laccaria populina",NA,NA,0,0,"yes","Laccaria populina",NA,"yes"
"Laccaria proxima","Laccaria proxima (Boud.) Pat.","yes","yes",5,21,NA,"Clitocybe proxima, Laccaria proxima",NA,NA
"Laccaria pumila","Laccaria pumila Fayod","yes",NA,0,0,NA,"Laccaria pumila",NA,"yes"
"Laccaria tortilis","Laccaria tortilis (Bolt.) Pat.","yes","yes",0,4,NA,"Agaricus tortilis, Laccaria tortilis",NA,NA
"Lactarius badiosanguineus","Lactarius badiosanguineus",NA,NA,0,0,"yes","Lactarius badiosanguineus",NA,"yes"
"Lactarius beatonii","Lactarius beatonii",NA,"yes",0,2,NA,"Lactarius beatonii",NA,NA
"Lactarius chichuensis","Lactarius chichuensis",NA,NA,NA,NA,NA,NA,"yes",NA
"Lactarius clarkeae","Lactarius clarkeae Cleland","yes",NA,0,0,NA,"Lactarius clarkeae",NA,NA
"Lactarius clelandii","Lactarius clelandii Grgur.","yes","yes",9,6,NA,"Lactarius clelandii",NA,NA
"Lactarius corrugis","Lactarius corrugis",NA,"yes",0,1,NA,"Lactarius corrugis",NA,NA
"Lactarius crichtonii","Lactarius crichtonii",NA,"yes",0,1,NA,"Lactarius crichtonii",NA,NA
"Lactarius decipiens","Lactarius decipiens",NA,NA,0,0,"yes","Lactarius decipiens",NA,"yes"
"Lactarius deliciosus","Lactarius deliciosus (L.) Gray","yes","yes",1199,88,NA,"Agaricus deliciosus, Lactarius deliciosus",NA,"yes"
"Lactarius eucalypti","Lactarius eucalypti O.K.Mill. & R.N.Hilton","yes","yes",3745,191,NA,"Lactarius eucalypti","yes",NA
"Lactarius glabrigracilis","Lactarius glabrigracilis",NA,NA,0,0,"yes","Lactarius glabrigracilis",NA,"yes"
"Lactarius helvus","Lactarius helvus",NA,"yes",0,2,NA,"Lactarius helvus",NA,"yes"
"Lactarius mea","Lactarius mea Grgur.","yes","yes",4,6,NA,"Lactarius mea",NA,NA
"Lactarius necator","Lactarius necator (Bull.) Pers.","yes","yes",63,18,NA,"Agaricus necator, Agaricus turpis, Lactarius necator, Lactarius turpis",NA,"yes"
"Lactarius novae-zelandiae","Lactarius novae-zelandiae",NA,NA,0,0,"yes","Lactarius novae-zelandiae",NA,"yes"
"Lactarius pallidus","Lactarius pallidus Pers.","yes",NA,0,0,NA,"Agaricus pallidus, Lactarius pallidus",NA,"yes"
"Lactarius piperatus","Lactarius piperatus (L.) Pers.","yes",NA,0,0,NA,"Agaricus piperatus, Lactarius piperatus",NA,NA
"Lactarius plumbeus","Lactarius plumbeus (Bull.) Gray","yes","yes",6,1,NA,"Agaricus plumbeus, Lactarius plumbeus",NA,NA
"Lactarius pseudoscrobiculatus","Lactarius pseudoscrobiculatus",NA,NA,0,0,"yes","Lactarius pseudoscrobiculatus",NA,"yes"
"Lactarius pterosporus","Lactarius pterosporus",NA,NA,NA,NA,NA,NA,"yes",NA
"Lactarius pubescens","Lactarius pubescens",NA,"yes",34,18,NA,"Lactarius pubescens",NA,"yes"
"Lactarius pudorinus","Lactarius pudorinus Verbeken & Bougher","yes",NA,0,0,NA,"Lactarius pudorinus",NA,NA
"Lactarius quietus","Lactarius quietus (Fr.) Fr.","yes",NA,0,0,"yes","Agaricus quietus, Lactarius quietus",NA,"yes"
"Lactarius rufus","Lactarius rufus (Scop.) Fr.","yes",NA,0,0,NA,"Agaricus rufus, Lactarius rufus",NA,"yes"
"Lactarius sepiaceus","Lactarius sepiaceus McNabb","yes",NA,0,0,NA,"Lactarius sepiaceus",NA,NA
"Lactarius serifluus","Lactarius serifluus (DC.) Fr.","yes","yes",0,2,NA,"Agaricus serifluus, Lactarius serifluus",NA,"yes"
"Lactarius stenophyllus","Lactarius stenophyllus Berk.","yes",NA,0,0,NA,"Lactarius stenophyllus, Lactifluus stenophyllus",NA,NA
"Lactarius subdulcis","Lactarius subdulcis (Pers.) Gray","yes","yes",3,6,NA,"Lactarius subdulcis",NA,"yes"
"Lactarius subtomentosus","Lactarius subtomentosus Berk. & Ravenel","yes",NA,0,0,NA,"Lactarius subtomentosus",NA,NA
"Lactarius tabidus","Lactarius tabidus Fr.","yes",NA,0,0,"yes","Lactarius tabidus",NA,"yes"
"Lactarius textus","Lactarius textus",NA,"yes",0,3,NA,"Lactarius textus",NA,NA
"Lactarius torminosus","Lactarius torminosus (Schaeff.) Pers.","yes","yes",24,19,NA,"Agaricus torminosus, Lactarius torminosus",NA,"yes"
"Lactarius umerensis","Lactarius umerensis",NA,NA,NA,NA,NA,NA,"yes",NA
"Lactarius wirrabara","Lactarius wirrabara Grgur.","yes",NA,0,0,NA,"Lactarius wirrabara",NA,NA
"Lactifluus albens","Lactifluus albens T.Lebel, Douch & L.J.Vaughan","yes","yes",0,1,NA,"Lactifluus albens",NA,NA
"Lactifluus albopicri","Lactifluus albopicri T.Lebel & L.Tegart","yes",NA,0,0,NA,"Lactifluus albopicri",NA,NA
"Lactifluus albopicrus","Lactifluus albopicrus",NA,"yes",5,16,NA,"Lactifluus albopicrus",NA,"yes"
"Lactifluus aurantioruber","Lactifluus aurantioruber",NA,NA,0,0,"yes","Lactifluus aurantioruber",NA,"yes"
"Lactifluus austropiperatus","Lactifluus austropiperatus T.Lebel & L.Tegart","yes","yes",0,5,NA,"Lactifluus austropiperatus",NA,"yes"
"Lactifluus clarkeae","Lactifluus clarkeae (Cleland) Verbeken","yes","yes",472,141,NA,"Lactifluus clarkeae","yes","yes"
"Lactifluus coniculus","Lactifluus coniculus",NA,NA,0,0,"yes","Lactifluus coniculus",NA,"yes"
"Lactifluus dendriticus","Lactifluus dendriticus",NA,"yes",0,76,NA,"Lactifluus dendriticus",NA,NA
"Lactifluus flocktoniae","Lactifluus flocktoniae",NA,"yes",148,30,NA,"Lactifluus flocktoniae",NA,NA
"Lactifluus genevieveae","Lactifluus genevieveae",NA,"yes",2,2,NA,"Lactifluus genevieveae","yes","yes"
"Lactifluus glaucescens","Lactifluus glaucescens",NA,NA,NA,NA,NA,NA,"yes","yes"
"Lactifluus jetiae","Lactifluus jetiae L.J.Vaughan, L.Tegart, Douch & T.Lebel","yes",NA,0,0,NA,"Lactifluus jetiae",NA,NA
"Lactifluus lactiglaucus","Lactifluus lactiglaucus P.Leonard & Dearnaley","yes",NA,0,0,"yes","Lactifluus lactiglaucus",NA,"yes"
"Lactifluus leonardii","Lactifluus leonardii",NA,"yes",16,9,"yes","Lactifluus leonardii","yes","yes"
"Lactifluus ochrogalactus","Lactifluus ochrogalactus",NA,"yes",0,1,NA,"Lactifluus ochrogalactus",NA,"yes"
"Lactifluus pagodicystidiatus","Lactifluus pagodicystidiatus L.J.Vaughan, L.Tegart, Douch & T.Lebel","yes",NA,0,0,NA,"Lactifluus pagodicystidiatus",NA,NA
"Lactifluus piperatus","Lactifluus piperatus",NA,"yes",142,22,NA,"Lactifluus piperatus",NA,"yes"
"Lactifluus psammophilus","Lactifluus psammophilus T.Lebel, Douch & L.J.Vaughan","yes","yes",0,1,NA,"Lactifluus psammophilus",NA,NA
"Lactifluus pseudoflocktoniae","Lactifluus pseudoflocktoniae T.Lebel, Douch, L.Tegart & L.J.Vaughan","yes",NA,0,0,NA,"Lactifluus pseudoflocktoniae",NA,NA
"Lactifluus pseudoluteopus","Lactifluus pseudoluteopus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Lactifluus rugulostipitatus","Lactifluus rugulostipitatus Douch, L.Tegart, L.J.Vaughan & T.Lebel","yes",NA,0,0,NA,"Lactifluus rugulostipitatus",NA,NA
"Lactifluus russulisporus","Lactifluus russulisporus Dierickx & De Crop","yes","yes",0,4,NA,"Lactifluus russulisporus",NA,"yes"
"Lactifluus sepiaceus","Lactifluus sepiaceus",NA,"yes",16,26,"yes","Lactifluus sepiaceus",NA,"yes"
"Lactifluus subclarkeae","Lactifluus subclarkeae (Grgur.) Verbeken","yes","yes",3,3,NA,"Lactifluus subclarkeae",NA,NA
"Lactifluus tenuicystidiatus","Lactifluus tenuicystidiatus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Lactifluus volemus","Lactifluus volemus",NA,"yes",0,3,NA,"Lactifluus volemus",NA,"yes"
"Lactifluus wirrabara","Lactifluus wirrabara",NA,"yes",233,25,NA,"Lactifluus wirrabara",NA,NA
"Lanmaoa sublurida","Lanmaoa sublurida",NA,"yes",0,5,NA,"Lanmaoa sublurida",NA,NA
"Leccinum aurantiacum","Leccinum aurantiacum",NA,"yes",5,1,NA,"Leccinum aurantiacum",NA,"yes"
"Leccinum australiense","Leccinum australiense Bougher & Thiers","yes",NA,0,0,NA,"Leccinum australiense",NA,NA
"Leccinum eximium","Leccinum eximium (Peck) Singer","yes",NA,0,0,NA,"Boletus eximius, Leccinum eximium, Tylopilus eximius",NA,NA
"Leccinum pachyderme","Leccinum pachyderme",NA,"yes",2,9,NA,"Leccinum pachyderme",NA,NA
"Leccinum peronatum","Leccinum peronatum",NA,"yes",0,5,NA,"Leccinum peronatum",NA,NA
"Leccinum quercinum","Leccinum quercinum (Pilát) E.E.Green & Watling","yes",NA,0,0,NA,"Leccinum quercinum",NA,NA
"Leccinum roseofractum","Leccinum roseofractum Watling","yes",NA,0,0,NA,"Leccinum roseofractum",NA,NA
"Leccinum scabrum","Leccinum scabrum (Bull.) Gray","yes","yes",57,12,NA,"Boletus scaber, Leccinum scabrum",NA,"yes"
"Leotia lubrica","Leotia lubrica Pers.","yes","yes",2091,92,"yes","Leotia lubrica",NA,"yes"
"Leucangium readeri","Leucangium readeri Cooke & Massee","yes",NA,0,0,NA,"Leucangium readeri",NA,NA
"Leucogaster citrinus","Leucogaster citrinus",NA,"yes",0,2,NA,"Leucogaster citrinus",NA,"yes"
"Leucogaster meridionalis","Leucogaster meridionalis G.W.Beaton, Pegler & T.W.K.Young","yes","yes",0,18,NA,"Leucogaster meridionalis",NA,NA
"Leucogaster rubescens","Leucogaster rubescens",NA,"yes",0,1,NA,"Leucogaster rubescens",NA,"yes"
"Lyophyllum atrofuscum","Lyophyllum atrofuscum",NA,NA,0,0,"yes","Lyophyllum atrofuscum",NA,"yes"
"Lyophyllum buxeum","Lyophyllum buxeum (Maire) Konrad & Maubl.","yes",NA,0,0,NA,"Lyophyllum buxeum, Tricholoma buxeum",NA,NA
"Lyophyllum connatum","Lyophyllum connatum (Schumach.) Singer","yes",NA,0,0,NA,"Agaricus connatus, Lyophyllum connatum",NA,NA
"Lyophyllum decastes","Lyophyllum decastes (Fr.) Singer","yes","yes",5,10,NA,"Clitocybe decastes, Lyophyllum aggregatum, Lyophyllum decastes",NA,"yes"
"Lyophyllum fumosum","Lyophyllum fumosum (Pers.) Kühner & Romagn. ex P.D.Orton","yes",NA,0,0,NA,"Agaricus fumosus, Clitocybe fumosa, Lyophyllum fumosum",NA,"yes"
"Lyophyllum loricatum","Lyophyllum loricatum",NA,"yes",0,1,NA,"Lyophyllum loricatum",NA,NA
"Lyophyllum plexipes","Lyophyllum plexipes (Fr.) Kühner & Romagn.","yes",NA,0,0,NA,"Agaricus plexipes, Collybia plexipes, Lyophyllum plexipes",NA,NA
"Lyophyllum semitale","Lyophyllum semitale (Fr.) Kühner ex Kalamees","yes",NA,0,0,NA,"Agaricus semitale, Lyophyllum semitale",NA,"yes"
"Lyophyllum transforme","Lyophyllum transforme (Britzelm.) Singer","yes",NA,0,0,NA,"Lyophyllum transforme, Lyophyllum trigonosporum",NA,NA
"Macowanites tomentosus","Macowanites tomentosus",NA,NA,NA,NA,NA,NA,"yes",NA
"Malajczukia amicorum","Malajczukia amicorum Trappe & Castellano","yes","yes",0,17,NA,"Malajczukia amicorum",NA,"yes"
"Malajczukia fusispora","Malajczukia fusispora Trappe & Castellano","yes","yes",0,3,NA,"Malajczukia fusispora",NA,NA
"Malajczukia ingratissima","Malajczukia ingratissima (Berk.) Trappe & Castellano","yes","yes",0,26,NA,"Inoderma ingratissimum, Malajczukia ingratissima, Mesophellia ingratissima",NA,NA
"Malajczukia karrialis","Malajczukia karrialis Trappe & Castellano","yes","yes",0,1,NA,"Malajczukia karrialis",NA,NA
"Malajczukia novae-zelandiae","Malajczukia novae-zelandiae (G.Cunn.) Trappe & Castellano","yes","yes",0,3,NA,"Malajczukia novae-zelandiae, Mesophellia novae-zelandiae",NA,NA
"Malajczukia spumoidea","Malajczukia spumoidea Trappe & Castellano","yes","yes",0,2,NA,"Malajczukia spumoidea",NA,NA
"Malajczukia tropica","Malajczukia tropica Trappe & Castellano","yes","yes",0,5,NA,"Malajczukia tropica",NA,NA
"Malajczukia viridigleba","Malajczukia viridigleba Trappe & Castellano","yes","yes",0,10,NA,"Malajczukia viridigleba",NA,NA
"Mallocybe isabellina","Mallocybe isabellina",NA,"yes",0,28,"yes","Mallocybe isabellina",NA,"yes"
"Mallocybe pyrrhopoda","Mallocybe pyrrhopoda",NA,"yes",0,10,NA,"Mallocybe pyrrhopoda",NA,"yes"
"Mallocybe sabulosa","Mallocybe sabulosa",NA,"yes",0,11,"yes","Mallocybe sabulosa",NA,"yes"
"Mallocybe squarrosoannulata","Mallocybe squarrosoannulata",NA,NA,0,0,"yes","Mallocybe squarrosoannulata",NA,"yes"
"Mallocybe subflavospora","Mallocybe subflavospora",NA,"yes",0,18,NA,"Mallocybe subflavospora",NA,NA
"Mallocybe subtilior","Mallocybe subtilior",NA,"yes",0,4,NA,"Mallocybe subtilior",NA,NA
"Marcelleina atroviolacea","Marcelleina atroviolacea Brumm.","yes","yes",2,3,NA,"Marcelleina atroviolacea, Peziza atroviolacea, Plicaria planchonis",NA,NA
"Marcelleina persoonii","Marcelleina persoonii (P.Crouan & H.Crouan) Brumm.","yes",NA,0,0,NA,"Ascobolus persoonii, Barlaea persoonii, Barlaeina persoonii, Marcelleina persoonii",NA,NA
"Melanogaster ambiguus","Melanogaster ambiguus (Vittad.) Tul. & C.Tul.","yes","yes",2,16,NA,"Melanogaster ambiguus, Octaviania ambigua",NA,"yes"
"Melanogaster broomeanus","Melanogaster broomeanus",NA,NA,0,0,"yes","Melanogaster broomeanus",NA,"yes"
"Melanogaster variegatus","Melanogaster variegatus (Vittad.) Tul. & C.Tul.","yes",NA,0,0,NA,"Melanogaster variegatus, Octaviania variegata",NA,"yes"
"Membranomyces spurius","Membranomyces spurius",NA,"yes",0,1,NA,"Membranomyces spurius",NA,"yes"
"Mesophellia angustispora","Mesophellia angustispora Trappe, Castellano & Malajczuk","yes","yes",0,6,NA,"Mesophellia angustispora",NA,NA
"Mesophellia arenaria","Mesophellia arenaria Berk.","yes","yes",0,29,NA,"Inoderma arenarium, Mesophellia arenaria",NA,NA
"Mesophellia asperula","Mesophellia asperula R.N.Hilton","yes",NA,0,0,NA,"Mesophellia asperula",NA,NA
"Mesophellia brevispora","Mesophellia brevispora Trappe & Castellano","yes","yes",0,6,NA,"Mesophellia brevispora",NA,NA
"Mesophellia castanea","Mesophellia castanea Lloyd","yes","yes",0,16,NA,"Mesophellia castanea",NA,NA
"Mesophellia clelandii","Mesophellia clelandii Trappe, Castellano & Malajczuk","yes","yes",0,119,NA,"Mesophellia clelandii","yes","yes"
"Mesophellia glareoides","Mesophellia glareoides Bougher & K.Syme","yes",NA,0,0,NA,"Mesophellia glareoides",NA,NA
"Mesophellia glauca","Mesophellia glauca (Cooke & Massee) D.A.Reid","yes","yes",9,265,NA,"Diploderma glaucum, Diploderma parvisporum, Mesophellia glauca, Potoromyces loculatus","yes","yes"
"Mesophellia labyrinthina","Mesophellia labyrinthina Trappe, Castellano & Malajczuk","yes","yes",0,23,NA,"Mesophellia labyrinthina",NA,NA
"Mesophellia nuda","Mesophellia nuda Claridge","yes",NA,0,0,NA,"Mesophellia nuda",NA,NA
"Mesophellia oleifera","Mesophellia oleifera Trappe, Castellano & Malajczuk","yes","yes",0,41,NA,"Mesophellia oleifera","yes","yes"
"Mesophellia pallidospora","Mesophellia pallidospora Trappe, Castellano & Malajczuk","yes",NA,0,0,NA,"Mesophellia pallidospora",NA,NA
"Mesophellia parva","Mesophellia parva Trappe, Castellano & Malajczuk","yes","yes",0,23,NA,"Mesophellia parva",NA,NA
"Mesophellia rava","Mesophellia rava Trappe, Castellano & Malajczuk","yes","yes",0,2,NA,"Mesophellia rava",NA,NA
"Mesophellia rodwayi","Mesophellia rodwayi Trappe, Castellano & Malajczuk ex Y.S.Chang & Kantvilas","yes",NA,0,0,NA,"Mesophellia rodwayi",NA,NA
"Mesophellia sabulosa","Mesophellia sabulosa (Cooke & Massee) Lloyd","yes","yes",0,14,NA,"Diploderma sabulosum, Mesophellia leptoderma, Mesophellia sabulosa",NA,NA
"Mesophellia tasmanica","Mesophellia tasmanica Rob.J.Taylor","yes",NA,0,0,NA,"Mesophellia tasmanica",NA,NA
"Mesophellia trabalis","Mesophellia trabalis Trappe, Castellano & Malajczuk","yes","yes",0,60,NA,"Mesophellia trabalis",NA,NA
"Mesophellia tropica","Mesophellia tropica Brundrett","yes",NA,0,0,NA,"Mesophellia tropica",NA,NA
"Mesophellia westresii","Mesophellia westresii Trappe, Castellano & Malajczuk","yes","yes",0,2,NA,"Mesophellia westresii",NA,NA
"Muciturbo reticulatus","Muciturbo reticulatus P.H.B.Talbot","yes",NA,0,0,NA,"Muciturbo reticulatus",NA,NA
"Muciturbo truncatus","Muciturbo truncatus P.H.B.Talbot","yes",NA,0,0,NA,"Muciturbo truncatus",NA,NA
"Muciturbo verrucosus","Muciturbo verrucosus P.H.B.Talbot","yes",NA,0,0,NA,"Muciturbo verrucosus",NA,NA
"Multifurca australis","Multifurca australis",NA,"yes",2,1,NA,"Multifurca australis",NA,NA
"Multifurca stenophylla","Multifurca stenophylla",NA,"yes",249,18,NA,"Multifurca stenophylla",NA,"yes"
"Mycoamaranthus cambodgensis","Mycoamaranthus cambodgensis (Pat.) Trappe, Lumyong, P.Lumyong, Sanmee & Zhu L.Yang","yes","yes",1,6,NA,"Dendrogaster cambodgensis, Mycoamaranthus auriorbis, Mycoamaranthus cambodgensis","yes","yes"
"Mycoclelandia arenacea","Mycoclelandia arenacea (Trappe) Trappe & G.W.Beaton","yes","yes",0,4,NA,"Clelandia arenacea, Mycoclelandia arenacea",NA,"yes"
"Mycoclelandia bulundari","Mycoclelandia bulundari (G.W.Beaton) Trappe & G.W.Beaton","yes","yes",0,8,NA,"Clelandia bulundari, Mycoclelandia bulundari",NA,NA
"Naucoria anguinea","Naucoria anguinea (Fr.) P.Karst.","yes",NA,0,0,NA,"Agaricus anguineus, Naucoria anguinea",NA,NA
"Naucoria cerodes","Naucoria cerodes (Fr.) P.Kumm.","yes",NA,0,0,NA,"Agaricus cerodes, Naucoria cerodes",NA,NA
"Naucoria escharioides","Naucoria escharioides (Fr.) P.Kumm.","yes",NA,0,0,NA,"Agaricus escharioides, Naucoria escharioides",NA,NA
"Naucoria melinoides","Naucoria melinoides (Bull.) P.Kumm.","yes","yes",0,4,NA,"Agaricus melinoides, Naucoria melinoides",NA,NA
"Naucoria pampeana","Naucoria pampeana",NA,"yes",0,2,NA,"Naucoria pampeana",NA,NA
"Naucoria russa","Naucoria russa (Cooke & Massee) Sacc.","yes",NA,0,0,NA,"Agaricus russus, Naucoria russa",NA,NA
"Naucoria scolecina","Naucoria scolecina (Fr.) Quél.","yes","yes",0,1,NA,"Agaricus scolecinus, Naucoria scolecina",NA,"yes"
"Naucoria semiflexa","Naucoria semiflexa (Berk. & Broome) Sacc.","yes","yes",0,1,NA,"Agaricus semiflexus, Naucoria semiflexa",NA,NA
"Naucoria sobria","Naucoria sobria (Fr.) P.Kumm.","yes",NA,0,0,NA,"Agaricus sobrius, Naucoria sobria",NA,NA
"Naucoria tenax","Naucoria tenax (Fr.) Gillet","yes",NA,0,0,NA,"Agaricus tenax, Naucoria tenax",NA,NA
"Neoboletus erythropus","Neoboletus erythropus",NA,"yes",4,12,NA,"Neoboletus erythropus",NA,"yes"
"Nothocastoreum cretaceum","Nothocastoreum cretaceum (Lloyd) G.W.Beaton","yes","yes",58,134,NA,"Castoreum cretaceum, Diploderma cretaceum, Diploderma dehiscens, Nothocastoreum cretaceum","yes","yes"
"Nothojafnea cryptotricha","Nothojafnea cryptotricha Rifai","yes","yes",111,61,"yes","Nothojafnea cryptotricha, Patella albocincta, Peziza brunneoatra","yes","yes"
"Nothojafnea thaxteri","Nothojafnea thaxteri",NA,NA,0,0,"yes","Nothojafnea thaxteri",NA,"yes"
"Octaviania beccarii","Octaviania beccarii (Petri) J.W.Cribb","yes",NA,0,0,NA,"Octaviania beccarii",NA,NA
"Octaviania densa","Octaviania densa (Rodway) G.Cunn.","yes","yes",0,4,NA,"Hydnangium densum, Octaviania densa",NA,NA
"Octaviania lamingtonensis","Octaviania lamingtonensis (J.W.Cribb) T.Lebel & Castellano","yes","yes",0,2,NA,"Elasmomyces lamingtonensis, Octaviania lamingtonensis, Octavianina lamingtonensis, Secotium lamingtonense",NA,NA
"Octaviania microsporium","Octaviania microsporium Rodway","yes",NA,0,0,NA,"Octaviania microsporium",NA,NA
"Octaviania nigrescens","Octaviania nigrescens J.W.Cribb","yes","yes",0,2,NA,"Octaviania nigrescens",NA,NA
"Octaviania pallida","Octaviania pallida (Massee & Rodway) G.Cunn.","yes",NA,0,0,NA,"Hydnangium pallidum, Octaviania pallida",NA,NA
"Octaviania plena","Octaviania plena J.W.Cribb","yes","yes",0,1,NA,"Octaviania plena",NA,NA
"Octaviania radicata","Octaviania radicata",NA,"yes",0,2,NA,"Octaviania radicata",NA,NA
"Octaviania tasmanica","Octaviania tasmanica",NA,"yes",11,108,"yes","Octaviania tasmanica","yes","yes"
"Otidea apophysata","Otidea apophysata (Cooke & W.Phillips) Sacc.","yes",NA,0,0,NA,"Otidea apophysata, Peziza apophysata",NA,"yes"
"Otidea darjeelensis","Otidea darjeelensis (Berk.) Sacc.","yes",NA,0,0,NA,"Otidea darjeelensis, Peziza darjeelensis",NA,NA
"Otidea lobata","Otidea lobata Rodway","yes",NA,0,0,NA,"Otidea lobata",NA,NA
"Pachyphlodes melanoxantha","Pachyphlodes melanoxantha",NA,NA,0,0,"yes","Pachyphlodes melanoxantha",NA,"yes"
"Parascutellinia carneosanguinea","Parascutellinia carneosanguinea (Fuckel) T.Schumach.","yes",NA,0,0,NA,"Humaria carneosanguinea, Lachnea carneosanguinea, Parascutellinia carneosanguinea",NA,"yes"
"Paxillus aureus","Paxillus aureus Lloyd","yes",NA,0,0,NA,"Paxillus aureus",NA,NA
"Paxillus crassus","Paxillus crassus (Battarra) Fr.","yes",NA,0,0,NA,"Paxillus crassus",NA,NA
